path,label,class_name,folder
data/Safe/int_video1_frame000134.jpg,0,Safe,Safe
data/High/yt_video3_frame012155.jpg,2,High Risk,High
data/High/yt_video2_frame003294.jpg,2,High Risk,High
data/High/a0e56e66-3f482095.jpg,2,High Risk,High
data/High/yt_video2_frame000313.jpg,2,High Risk,High
data/High/9afd7f8d-84c50434.jpg,2,High Risk,High
data/High/0000002_inst_label.png,2,High Risk,High
data/High/180e2832-41216079.jpg,2,High Risk,High
data/Safe/int_video1_frame000463.jpg,0,Safe,Safe
data/Safe/int_video2_frame000530.jpg,0,Safe,Safe
data/High/frame10071_image.jpg,2,High Risk,High
data/Safe/custom_moderate_city_traffic_0115.jpg,0,Safe,Safe
data/High/aed3ba35-aace0dc9.jpg,2,High Risk,High
data/Moderate/1373663f-b5d225d6.jpg,1,Moderate Risk,Moderate
data/High/6726d195-ff8a4c12.jpg,2,High Risk,High
data/Safe/int_video2_frame000422.jpg,0,Safe,Safe
data/High/frame45453_inst_label.png,2,High Risk,High
data/Safe/int_video2_frame000464.jpg,0,Safe,Safe
data/High/27b4ec10-92442133.jpg,2,High Risk,High
data/High/yt_video1_frame002794.jpg,2,High Risk,High
data/Safe/int_video1_frame000255.jpg,0,Safe,Safe
data/High/7740055f-426699a8.jpg,2,High Risk,High
data/Safe/frame57935_image.jpg,0,Safe,Safe
data/High/yt_video1_frame002051.jpg,2,High Risk,High
data/Safe/int_video2_frame000005.jpg,0,Safe,Safe
data/High/0020428_image.jpg,2,High Risk,High
data/High/yt_video1_frame002001.jpg,2,High Risk,High
data/High/9b1d552b-29bbceb8.jpg,2,High Risk,High
data/Safe/int_video2_frame000196.jpg,0,Safe,Safe
data/High/33b122e9-4d7c3abb.jpg,2,High Risk,High
data/Safe/int_video1_frame000342.jpg,0,Safe,Safe
data/Safe/yt_video1_frame002230.jpg,0,Safe,Safe
data/Safe/frame14140_image.jpg,0,Safe,Safe
data/High/7959be8f-373079a9.jpg,2,High Risk,High
data/High/frame0008_inst_label.png,2,High Risk,High
data/Moderate/custom_moderate_city_traffic_0012.jpg,1,Moderate Risk,Moderate
data/Safe/int_video1_frame000354.jpg,0,Safe,Safe
data/High/544c166d-292d75f3.jpg,2,High Risk,High
data/High/yt_video1_frame001946.jpg,2,High Risk,High
data/Safe/int_video2_frame000327.jpg,0,Safe,Safe
data/High/7c7ddf9c-2d364696.jpg,2,High Risk,High
data/High/371008_image.jpg,2,High Risk,High
data/Safe/int_video3_frame004301.jpg,0,Safe,Safe
data/High/yt_video3_frame000175.jpg,2,High Risk,High
data/Moderate/99babcd0-6e9ab622.jpg,1,Moderate Risk,Moderate
data/Safe/int_video1_frame000608.jpg,0,Safe,Safe
data/Safe/custom_high_risk_rain_0111.jpg,0,Safe,Safe
data/High/b4a8ec73-70456cee.jpg,2,High Risk,High
data/High/yt_video3_frame001322.jpg,2,High Risk,High
data/High/3a7aa608-379d5a7f.jpg,2,High Risk,High
data/High/5db183a7-ce9f5246.jpg,2,High Risk,High
data/Moderate/yt_video1_frame002170.jpg,1,Moderate Risk,Moderate
data/High/943772_image.jpg,2,High Risk,High
data/High/026464_inst_label.png,2,High Risk,High
data/High/003661_label.png,2,High Risk,High
data/Safe/int_video2_frame000199.jpg,0,Safe,Safe
data/High/0020590_image.jpg,2,High Risk,High
data/High/yt_video2_frame004145.jpg,2,High Risk,High
data/High/yt_video1_frame000537.jpg,2,High Risk,High
data/High/2313cfa7-6a9c86ea.jpg,2,High Risk,High
data/High/yt_video2_frame000938.jpg,2,High Risk,High
data/Safe/int_video1_frame000415.jpg,0,Safe,Safe
data/Safe/yt_video2_frame001433.jpg,0,Safe,Safe
data/High/yt_video1_frame002326.jpg,2,High Risk,High
data/Moderate/yt_video2_frame002045.jpg,1,Moderate Risk,Moderate
data/Safe/int_video3_frame001113.jpg,0,Safe,Safe
data/High/yt_video1_frame003340.jpg,2,High Risk,High
data/Safe/yt_video2_frame001711.jpg,0,Safe,Safe
data/High/57ca08aa-daad3570.jpg,2,High Risk,High
data/High/yt_video1_frame001419.jpg,2,High Risk,High
data/High/0000822_image.jpg,2,High Risk,High
data/Safe/6c15f3f0-740da3d1.jpg,0,Safe,Safe
data/Safe/int_video1_frame000204.jpg,0,Safe,Safe
data/High/yt_video3_frame010059.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0080.jpg,2,High Risk,High
data/Safe/int_video1_frame000031.jpg,0,Safe,Safe
data/High/yt_video2_frame003842.jpg,2,High Risk,High
data/High/yt_video3_frame003900.jpg,2,High Risk,High
data/High/yt_video3_frame007797.jpg,2,High Risk,High
data/High/yt_video1_frame001082.jpg,2,High Risk,High
data/Safe/int_video3_frame002490.jpg,0,Safe,Safe
data/Safe/int_video1_frame000352.jpg,0,Safe,Safe
data/Moderate/a87d6c9b-8a0330a0.jpg,1,Moderate Risk,Moderate
data/High/5eb1289d-bebbbc0e.jpg,2,High Risk,High
data/High/frame73453_inst_label.png,2,High Risk,High
data/High/custom_moderate_city_traffic_0138.jpg,2,High Risk,High
data/Safe/custom_moderate_city_traffic_0002.jpg,0,Safe,Safe
data/High/frame14638_label.png,2,High Risk,High
data/High/yt_video1_frame000600.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0017.jpg,2,High Risk,High
data/High/001984_inst_label.png,2,High Risk,High
data/High/26ce6f0d-142c4303.jpg,2,High Risk,High
data/High/98bc694b-5f85a45c.jpg,2,High Risk,High
data/High/yt_video3_frame007370.jpg,2,High Risk,High
data/Safe/int_video1_frame000613.jpg,0,Safe,Safe
data/High/97f5b4ae-9a1ac01a.jpg,2,High Risk,High
data/Safe/int_video1_frame000131.jpg,0,Safe,Safe
data/Safe/int_video3_frame002106.jpg,0,Safe,Safe
data/High/yt_video1_frame004363.jpg,2,High Risk,High
data/Moderate/21ae72a5-3096b088.jpg,1,Moderate Risk,Moderate
data/Safe/custom_moderate_city_traffic_0164.jpg,0,Safe,Safe
data/High/yt_video3_frame005783.jpg,2,High Risk,High
data/High/yt_video2_frame000997.jpg,2,High Risk,High
data/High/943609_image.jpg,2,High Risk,High
data/Safe/int_video2_frame000299.jpg,0,Safe,Safe
data/Moderate/2bdc0700-63fbb2c5.jpg,1,Moderate Risk,Moderate
data/High/custom_moderate_city_traffic_0129.jpg,2,High Risk,High
data/High/frame19935_inst_label.png,2,High Risk,High
data/Safe/int_video1_frame000243.jpg,0,Safe,Safe
data/High/yt_video3_frame005843.jpg,2,High Risk,High
data/High/yt_video3_frame009308.jpg,2,High Risk,High
data/Moderate/yt_video1_frame003709.jpg,1,Moderate Risk,Moderate
data/High/yt_video3_frame009398.jpg,2,High Risk,High
data/High/2688b1d9-f3dfd7aa.jpg,2,High Risk,High
data/Safe/int_video1_frame000468.jpg,0,Safe,Safe
data/Safe/int_video2_frame000390.jpg,0,Safe,Safe
data/Safe/int_video3_frame000827.jpg,0,Safe,Safe
data/High/064400_inst_label.png,2,High Risk,High
data/High/yt_video3_frame003677.jpg,2,High Risk,High
data/High/yt_video1_frame003476.jpg,2,High Risk,High
data/Safe/295007d8-975ea171.jpg,0,Safe,Safe
data/Safe/int_video3_frame001253.jpg,0,Safe,Safe
data/Safe/int_video1_frame000023.jpg,0,Safe,Safe
data/High/83879b56-11cedb19.jpg,2,High Risk,High
data/High/yt_video1_frame003923.jpg,2,High Risk,High
data/Safe/int_video2_frame000386.jpg,0,Safe,Safe
data/High/yt_video2_frame003915.jpg,2,High Risk,High
data/Safe/custom_moderate_city_traffic_0033.jpg,0,Safe,Safe
data/High/b3121071-b9d7694a.jpg,2,High Risk,High
data/High/a4e97254-dd5a45b5.jpg,2,High Risk,High
data/High/0011352_image.jpg,2,High Risk,High
data/High/0015441_inst_label.png,2,High Risk,High
data/Moderate/custom_high_risk_rain_0133.jpg,1,Moderate Risk,Moderate
data/High/176225_image.jpg,2,High Risk,High
data/High/850b7c68-e8e4510d.jpg,2,High Risk,High
data/High/yt_video2_frame004111.jpg,2,High Risk,High
data/Safe/yt_video2_frame004506.jpg,0,Safe,Safe
data/High/custom_moderate_city_traffic_0071.jpg,2,High Risk,High
data/Safe/int_video2_frame000570.jpg,0,Safe,Safe
data/Safe/int_video1_frame000279.jpg,0,Safe,Safe
data/Safe/int_video3_frame004469.jpg,0,Safe,Safe
data/Safe/yt_video1_frame002226.jpg,0,Safe,Safe
data/Safe/int_video1_frame000236.jpg,0,Safe,Safe
data/High/yt_video1_frame002644.jpg,2,High Risk,High
data/High/frame4849_image.jpg,2,High Risk,High
data/High/8357e8a5-72800a20.jpg,2,High Risk,High
data/Safe/int_video3_frame005543.jpg,0,Safe,Safe
data/High/0021314_image.jpg,2,High Risk,High
data/High/yt_video2_frame003458.jpg,2,High Risk,High
data/High/yt_video3_frame010468.jpg,2,High Risk,High
data/High/yt_video2_frame004049.jpg,2,High Risk,High
data/Safe/int_video2_frame000647.jpg,0,Safe,Safe
data/Safe/int_video1_frame000495.jpg,0,Safe,Safe
data/Safe/int_video1_frame000339.jpg,0,Safe,Safe
data/Safe/yt_video2_frame003061.jpg,0,Safe,Safe
data/High/5ed3ddb0-0ca7df1f.jpg,2,High Risk,High
data/High/yt_video3_frame010574.jpg,2,High Risk,High
data/High/custom_moderate_city_traffic_0128.jpg,2,High Risk,High
data/High/88404f30-49bb9c12.jpg,2,High Risk,High
data/High/int_video3_frame003600.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0026.jpg,2,High Risk,High
data/High/yt_video2_frame001304.jpg,2,High Risk,High
data/High/6c61662b-14d57fe7.jpg,2,High Risk,High
data/Safe/int_video3_frame004675.jpg,0,Safe,Safe
data/High/751de72a-f480632e.jpg,2,High Risk,High
data/High/1f9c804c-af942d4b.jpg,2,High Risk,High
data/Safe/int_video3_frame004528.jpg,0,Safe,Safe
data/Safe/int_video1_frame000263.jpg,0,Safe,Safe
data/Safe/int_video2_frame000084.jpg,0,Safe,Safe
data/Safe/int_video2_frame000563.jpg,0,Safe,Safe
data/High/custom_safe_highway_0146.jpg,2,High Risk,High
data/High/yt_video2_frame003420.jpg,2,High Risk,High
data/High/23791456-b4190ecc.jpg,2,High Risk,High
data/Safe/int_video1_frame000350.jpg,0,Safe,Safe
data/High/yt_video3_frame009628.jpg,2,High Risk,High
data/High/yt_video3_frame006089.jpg,2,High Risk,High
data/High/ad0a8cc7-c3c77b34.jpg,2,High Risk,High
data/High/yt_video2_frame000587.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0074.jpg,2,High Risk,High
data/High/51ac0134-d8d3725d.jpg,2,High Risk,High
data/Safe/custom_safe_highway_0141.jpg,0,Safe,Safe
data/Safe/int_video3_frame003011.jpg,0,Safe,Safe
data/Safe/custom_safe_highway_0066.jpg,0,Safe,Safe
data/Safe/int_video3_frame005515.jpg,0,Safe,Safe
data/High/01dad8ea-c6deb141.jpg,2,High Risk,High
data/Safe/int_video3_frame004937.jpg,0,Safe,Safe
data/High/custom_high_risk_rain_0067.jpg,2,High Risk,High
data/High/3675ba80-686a4a62.jpg,2,High Risk,High
data/Safe/int_video2_frame000174.jpg,0,Safe,Safe
data/High/yt_video1_frame001355.jpg,2,High Risk,High
data/Safe/yt_video3_frame001005.jpg,0,Safe,Safe
data/Safe/int_video2_frame000165.jpg,0,Safe,Safe
data/High/1458e4ad-24fdf5c9.jpg,2,High Risk,High
data/High/yt_video2_frame004270.jpg,2,High Risk,High
data/High/4e0661c5-8fdd2f10.jpg,2,High Risk,High
data/High/810276_image.jpg,2,High Risk,High
data/High/35e4494c-400a51c6.jpg,2,High Risk,High
data/High/yt_video2_frame003277.jpg,2,High Risk,High
data/High/yt_video3_frame009383.jpg,2,High Risk,High
data/High/yt_video3_frame007378.jpg,2,High Risk,High
data/High/a7c475da-15f27a8e.jpg,2,High Risk,High
data/High/yt_video1_frame000907.jpg,2,High Risk,High
data/High/yt_video1_frame002737.jpg,2,High Risk,High
data/High/019930_image.jpg,2,High Risk,High
data/Safe/yt_video2_frame004213.jpg,0,Safe,Safe
data/High/yt_video3_frame004924.jpg,2,High Risk,High
data/High/4bcaa02b-339b3d06.jpg,2,High Risk,High
data/High/yt_video3_frame008495.jpg,2,High Risk,High
data/High/52e5b1aa-75c8ff70.jpg,2,High Risk,High
data/High/frame18954_image.jpg,2,High Risk,High
data/High/835381_label.png,2,High Risk,High
data/Safe/int_video3_frame004724.jpg,0,Safe,Safe
data/Safe/yt_video2_frame002192.jpg,0,Safe,Safe
data/High/0a70b8c5-2006d229.jpg,2,High Risk,High
data/High/024541_inst_label.png,2,High Risk,High
data/Safe/custom_safe_highway_0063.jpg,0,Safe,Safe
data/Safe/871675_image.jpg,0,Safe,Safe
data/Safe/542602_image.jpg,0,Safe,Safe
data/High/0d5cc7fb-45e17cc3.jpg,2,High Risk,High
data/High/778f9c5e-08dcbe84.jpg,2,High Risk,High
data/High/a6eaf005-5b32fafb.jpg,2,High Risk,High
data/High/yt_video1_frame003423.jpg,2,High Risk,High
data/Safe/int_video3_frame004502.jpg,0,Safe,Safe
data/Safe/custom_high_risk_rain_0122.jpg,0,Safe,Safe
data/High/yt_video1_frame004358.jpg,2,High Risk,High
data/High/frame4424_image.jpg,2,High Risk,High
data/Safe/int_video1_frame000390.jpg,0,Safe,Safe
data/Safe/int_video1_frame000188.jpg,0,Safe,Safe
data/High/yt_video1_frame000391.jpg,2,High Risk,High
data/Safe/yt_video1_frame002137.jpg,0,Safe,Safe
data/Safe/int_video1_frame000015.jpg,0,Safe,Safe
data/High/int_video3_frame005600.jpg,2,High Risk,High
data/High/yt_video1_frame000780.jpg,2,High Risk,High
data/High/yt_video2_frame002442.jpg,2,High Risk,High
data/Safe/int_video2_frame000106.jpg,0,Safe,Safe
data/High/frame18954_inst_label.png,2,High Risk,High
data/High/yt_video3_frame012888.jpg,2,High Risk,High
data/Safe/int_video1_frame000032.jpg,0,Safe,Safe
data/Safe/frame80453_image.jpg,0,Safe,Safe
data/Safe/411406_image.jpg,0,Safe,Safe
data/Safe/int_video2_frame000147.jpg,0,Safe,Safe
data/High/yt_video2_frame000805.jpg,2,High Risk,High
data/High/425535_label.png,2,High Risk,High
data/High/yt_video3_frame007138.jpg,2,High Risk,High
data/Moderate/yt_video1_frame002069.jpg,1,Moderate Risk,Moderate
data/Safe/int_video3_frame004815.jpg,0,Safe,Safe
data/High/custom_safe_highway_0077.jpg,2,High Risk,High
data/Safe/int_video3_frame004259.jpg,0,Safe,Safe
data/High/0ba01bd3-19727e8b.jpg,2,High Risk,High
data/Safe/int_video1_frame000453.jpg,0,Safe,Safe
data/High/yt_video1_frame000186.jpg,2,High Risk,High
data/Safe/int_video1_frame000175.jpg,0,Safe,Safe
data/High/frame2015_image.jpg,2,High Risk,High
data/High/yt_video2_frame000628.jpg,2,High Risk,High
data/High/yt_video3_frame008767.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0040.jpg,2,High Risk,High
data/Safe/custom_safe_highway_0022.jpg,0,Safe,Safe
data/High/yt_video3_frame013765.jpg,2,High Risk,High
data/Safe/int_video3_frame000190.jpg,0,Safe,Safe
data/High/024541_label.png,2,High Risk,High
data/High/custom_moderate_city_traffic_0112.jpg,2,High Risk,High
data/High/yt_video2_frame002400.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0043.jpg,2,High Risk,High
data/Safe/custom_safe_highway_0097.jpg,0,Safe,Safe
data/Safe/int_video3_frame004527.jpg,0,Safe,Safe
data/High/4603a749-733a74e4.jpg,2,High Risk,High
data/High/6b72531a-4be6af36.jpg,2,High Risk,High
data/High/yt_video1_frame001306.jpg,2,High Risk,High
data/High/yt_video1_frame000955.jpg,2,High Risk,High
data/High/58cd0eb5-17cf27b4.jpg,2,High Risk,High
data/High/custom_high_risk_rain_0092.jpg,2,High Risk,High
data/High/int_video3_frame004111.jpg,2,High Risk,High
data/High/yt_video3_frame011850.jpg,2,High Risk,High
data/Safe/yt_video2_frame002584.jpg,0,Safe,Safe
data/High/yt_video3_frame008096.jpg,2,High Risk,High
data/Safe/int_video1_frame000179.jpg,0,Safe,Safe
